Customer ID,R_2010,F_2010,M_2010,R_2011,F_2011,M_2011
12524,44.0,9.0,5848.39,8.0,8.0,3945.72
12525,154.0,3.0,883.73,,0.0,0.0
12526,,0.0,0.0,0.0,3.0,1172.66
12527,150.0,2.0,386.8,81.0,3.0,330.71000000000004
12528,,0.0,0.0,8.0,6.0,1645.48
12530,71.0,5.0,1880.98,59.0,4.0,1500.28
12539,106.0,3.0,5618.400000000001,21.0,4.0,5568.35
12540,17.0,16.0,8411.26,19.0,16.0,10839.23
12541,,0.0,0.0,29.0,3.0,841.18
12547,156.0,1.0,147.78,197.0,2.0,151.79999999999998
12549,231.0,5.0,1570.68,,0.0,0.0
12553,41.0,2.0,826.47,7.0,10.0,3278.28
12557,27.0,4.0,6725.18,15.0,4.0,11370.960000000001
12562,41.0,2.0,1041.18,7.0,7.0,3385.7400000000002
12567,23.0,7.0,3858.58,22.0,8.0,6882.9
12569,,0.0,0.0,1.0,32.0,3152.69
12573,37.0,4.0,556.87,226.0,1.0,160.54000000000002
12576,48.0,3.0,746.89,35.0,5.0,1315.83
12577,15.0,6.0,1186.3899999999999,34.0,2.0,426.76
12578,41.0,2.0,1623.94,20.0,2.0,2402.51
12582,78.0,2.0,1469.04,238.0,2.0,351.36
12583,29.0,13.0,6590.0599999999995,2.0,14.0,5903.5199999999995
12584,,0.0,0.0,3.0,9.0,2254.15
12586,30.0,3.0,1865.73,16.0,1.0,196.94000000000003
12588,55.0,2.0,543.88,38.0,1.0,174.89999999999998
12589,77.0,4.0,2720.23,28.0,2.0,574.68
12591,46.0,2.0,746.1,316.0,1.0,368.85
12592,175.0,2.0,1322.04,91.0,2.0,401.6
12593,,0.0,0.0,108.0,3.0,382.09999999999997
12594,34.0,5.0,1681.89,37.0,9.0,3208.2200000000003
12597,,0.0,0.0,18.0,4.0,3195.22
12598,119.0,3.0,1385.01,9.0,7.0,2807.08
12599,37.0,6.0,1138.14,28.0,7.0,888.58
12600,13.0,12.0,2313.61,28.0,8.0,2072.2400000000002
12601,60.0,1.0,86.2,189.0,5.0,487.06
12605,32.0,3.0,1124.95,,0.0,0.0
12609,30.0,6.0,2057.01,77.0,3.0,964.85
12610,,0.0,0.0,22.0,4.0,1747.54
12613,44.0,5.0,3184.9900000000002,56.0,4.0,3092.38
12615,69.0,4.0,3269.79,1.0,4.0,2093.19
12616,44.0,1.0,381.8,94.0,2.0,641.3
12619,216.0,1.0,140.14,15.0,8.0,2945.56
12620,,0.0,0.0,14.0,3.0,1303.41
12621,13.0,17.0,10925.18,1.0,18.0,11172.02
12623,72.0,6.0,3046.7400000000002,275.0,1.0,269.1
12625,165.0,2.0,2265.06,211.0,2.0,2413.82
12626,,0.0,0.0,22.0,9.0,5954.48
12627,,0.0,0.0,10.0,6.0,4082.53
12628,,0.0,0.0,3.0,3.0,732.46
12631,112.0,5.0,2841.07,56.0,1.0,480.5
12633,38.0,3.0,3226.18,58.0,4.0,1929.98
12635,48.0,2.0,1115.23,89.0,2.0,1509.18
12637,34.0,4.0,2280.91,66.0,8.0,5804.9
12639,90.0,2.0,706.27,238.0,1.0,366.1
12640,,0.0,0.0,23.0,3.0,994.58
12642,,0.0,0.0,24.0,3.0,905.26
12643,41.0,5.0,4762.18,127.0,6.0,3041.64
12644,86.0,3.0,1422.58,129.0,1.0,477.91
12645,65.0,4.0,1584.1200000000001,33.0,4.0,1631.18
12647,13.0,27.0,11958.33,21.0,8.0,2151.22
12648,93.0,3.0,738.95,154.0,1.0,300.05
12649,38.0,5.0,1527.1399999999999,106.0,3.0,569.51
12651,34.0,3.0,263.75,334.0,1.0,114.0
12653,182.0,1.0,1950.98,148.0,2.0,2209.85
12654,,0.0,0.0,10.0,5.0,529.98
12656,81.0,3.0,2104.66,16.0,5.0,3619.17
12657,,0.0,0.0,10.0,4.0,1427.18
12662,29.0,10.0,2830.2400000000002,0.0,10.0,3300.3
12664,170.0,2.0,1028.16,7.0,9.0,4391.88
12665,73.0,2.0,214.6,324.0,1.0,45.0
12668,11.0,6.0,7126.75,11.0,3.0,2779.28
12670,41.0,2.0,692.24,9.0,5.0,2744.05
12673,57.0,1.0,565.5,4.0,2.0,574.52
12674,,0.0,0.0,38.0,4.0,1844.6
12676,64.0,4.0,1241.7,24.0,6.0,1091.39
12678,9.0,7.0,16317.0,41.0,8.0,16278.18
12679,,0.0,0.0,58.0,4.0,951.02
12680,,0.0,0.0,0.0,4.0,790.81
12681,10.0,24.0,16527.329999999998,14.0,20.0,10409.43
12682,21.0,22.0,10665.69,3.0,29.0,10070.53
12683,21.0,8.0,3788.21,3.0,12.0,6657.49
12684,,0.0,0.0,7.0,6.0,2073.63
12685,,0.0,0.0,27.0,6.0,2575.08
12691,13.0,2.0,278.6,27.0,4.0,765.8
12693,52.0,3.0,703.11,126.0,4.0,711.91
12694,77.0,1.0,901.68,69.0,2.0,761.67
12695,184.0,3.0,789.02,6.0,4.0,582.1
12697,,0.0,0.0,28.0,3.0,757.59
12700,,0.0,0.0,7.0,4.0,4525.99
12701,185.0,4.0,1522.7,79.0,2.0,725.71
12703,289.0,3.0,632.98,70.0,1.0,265.55
12704,,0.0,0.0,6.0,8.0,1740.84
12705,13.0,6.0,5427.81,14.0,7.0,5686.29
12708,24.0,9.0,2295.19,29.0,9.0,2264.47
12709,13.0,19.0,21276.35,14.0,13.0,8210.83
12710,,0.0,0.0,96.0,3.0,1023.02
12712,21.0,10.0,2473.53,28.0,11.0,3511.5
12714,44.0,7.0,8520.85,8.0,5.0,4294.86
12717,246.0,1.0,227.93,150.0,2.0,830.98
12720,13.0,6.0,2320.68,2.0,23.0,4584.6
12721,10.0,3.0,1517.55,31.0,5.0,2117.53
12722,,0.0,0.0,84.0,4.0,979.63
12723,,0.0,0.0,3.0,5.0,707.07
12724,39.0,3.0,1160.11,4.0,4.0,923.41
12725,27.0,3.0,1906.76,,0.0,0.0
12726,13.0,5.0,1431.78,27.0,6.0,2258.82
12727,98.0,3.0,1464.8300000000002,10.0,7.0,3440.7
12728,39.0,1.0,197.84,70.0,4.0,728.33
12731,20.0,6.0,7807.7,23.0,11.0,17824.01
12733,45.0,3.0,2040.07,233.0,1.0,383.95
12734,8.0,3.0,603.65,,0.0,0.0
12744,115.0,4.0,4037.77,55.0,4.0,9120.39
12747,17.0,17.0,5408.74,1.0,9.0,3489.74
12748,7.0,151.0,21665.78,0.0,171.0,27508.01
12749,55.0,4.0,2806.48,3.0,5.0,4040.88
12753,18.0,1.0,3590.59,22.0,5.0,17838.8
12754,,0.0,0.0,235.0,3.0,3010.74
12755,21.0,10.0,5218.709999999999,280.0,1.0,17.549999999999997
12757,,0.0,0.0,15.0,9.0,4176.75
12758,115.0,5.0,7111.650000000001,116.0,2.0,2791.59
12759,42.0,5.0,3207.3,51.0,3.0,1411.44
12765,128.0,6.0,1299.58,,0.0,0.0
12766,22.0,3.0,2658.65,3.0,6.0,5476.34
12775,44.0,2.0,270.08,16.0,5.0,1281.04
12778,52.0,3.0,848.45,19.0,6.0,693.23
12779,27.0,7.0,2740.91,37.0,7.0,3733.2
12782,13.0,7.0,2302.82,4.0,4.0,1559.42
12783,,0.0,0.0,1.0,4.0,1295.87
12785,20.0,3.0,904.4,,0.0,0.0
12787,69.0,1.0,380.52,9.0,3.0,418.66
12788,119.0,4.0,384.9,,0.0,0.0
12789,168.0,2.0,148.5,64.0,1.0,76.85
12791,29.0,5.0,656.83,,0.0,0.0
12793,27.0,2.0,387.85,334.0,1.0,357.68
12798,77.0,1.0,1533.8899999999999,9.0,3.0,6977.04
12802,100.0,4.0,1788.84,186.0,1.0,397.58
12805,37.0,4.0,1230.95,,0.0,0.0
12808,24.0,3.0,394.45,36.0,2.0,354.25
12809,221.0,2.0,979.03,177.0,1.0,405.31
12811,34.0,2.0,435.05,261.0,2.0,458.85
12813,157.0,3.0,1621.8,,0.0,0.0
12817,55.0,2.0,444.94,280.0,1.0,126.03999999999999
12820,53.0,7.0,1747.18,2.0,4.0,942.34
12823,50.0,13.0,4742.0,74.0,5.0,1759.5
12826,21.0,6.0,1481.03,2.0,6.0,1319.72
12827,,0.0,0.0,5.0,3.0,430.15000000000003
12828,,0.0,0.0,2.0,6.0,1018.71
12829,16.0,2.0,178.05,336.0,1.0,207.25
12830,,0.0,0.0,37.0,6.0,6814.64
12831,119.0,2.0,236.06,261.0,1.0,215.05
12835,83.0,41.0,5996.83,,0.0,0.0
12836,45.0,11.0,3949.37,58.0,4.0,2610.36
12838,29.0,9.0,2694.75,33.0,1.0,281.16
12839,13.0,14.0,4815.15,2.0,12.0,4853.97
12840,93.0,3.0,1315.2,143.0,4.0,2726.77
12841,25.0,17.0,3472.61,4.0,23.0,3485.59
12842,60.0,2.0,799.0,69.0,2.0,1118.99
12843,38.0,20.0,4759.61,65.0,8.0,1702.26
12844,98.0,2.0,322.64,28.0,2.0,325.96000000000004
12845,,0.0,0.0,266.0,4.0,354.09
12849,37.0,4.0,2023.33,30.0,2.0,992.65
12853,83.0,5.0,1950.4,134.0,6.0,1957.1000000000001
12854,217.0,4.0,1654.72,78.0,3.0,1316.25
12855,28.0,4.0,612.84,,0.0,0.0
12856,,0.0,0.0,7.0,6.0,2170.78
12857,92.0,4.0,2581.6,210.0,2.0,1106.4
12863,35.0,5.0,2271.35,51.0,1.0,521.2
12865,34.0,2.0,1755.24,25.0,2.0,1568.23
12866,130.0,2.0,593.23,282.0,1.0,499.12
12867,16.0,7.0,4182.71,25.0,6.0,3646.55
12868,29.0,3.0,640.0,185.0,5.0,1403.76
12870,31.0,3.0,1676.95,,0.0,0.0
12871,95.0,1.0,363.38,83.0,2.0,380.64
12872,21.0,11.0,3062.52,326.0,1.0,221.44
12873,53.0,2.0,1653.3,281.0,1.0,374.0
12875,18.0,4.0,1307.52,142.0,1.0,49.470000000000006
12876,50.0,2.0,1698.77,57.0,2.0,2053.02
12877,14.0,9.0,1556.43,3.0,11.0,1385.71
12879,,0.0,0.0,44.0,3.0,573.22
12883,,0.0,0.0,24.0,4.0,703.47
12885,,0.0,0.0,62.0,3.0,1175.22
12889,37.0,4.0,385.46000000000004,,0.0,0.0
12891,114.0,8.0,509.5,185.0,3.0,331.0
12897,37.0,2.0,297.75,204.0,2.0,216.5
12901,,0.0,0.0,8.0,28.0,17654.54
12906,,0.0,0.0,11.0,5.0,2919.81
12908,36.0,3.0,1026.0,175.0,2.0,750.0
12909,80.0,3.0,924.52,39.0,5.0,2178.67
12910,35.0,5.0,2721.48,22.0,8.0,3075.04
12912,,0.0,0.0,2.0,5.0,1662.3
12913,24.0,9.0,4217.2300000000005,4.0,4.0,2066.01
12915,28.0,3.0,811.1,148.0,1.0,164.0
12916,98.0,3.0,1534.78,138.0,4.0,2944.95
12917,56.0,5.0,3765.2,127.0,1.0,594.0
12919,,0.0,0.0,7.0,6.0,1335.19
12920,227.0,3.0,323.86,16.0,1.0,162.78
12921,22.0,39.0,19333.95,8.0,35.0,15899.29
12923,46.0,2.0,597.6,63.0,1.0,171.57
12924,49.0,8.0,1535.7,87.0,4.0,925.75
12925,248.0,1.0,35.28,4.0,2.0,694.05
12926,67.0,4.0,1523.59,,0.0,0.0
12928,15.0,8.0,2634.53,34.0,4.0,1670.3600000000001
12931,13.0,44.0,50468.38,21.0,13.0,41878.96
12932,195.0,8.0,1698.56,,0.0,0.0
12933,36.0,5.0,1029.1,23.0,3.0,607.53
12935,31.0,8.0,2083.16,1.0,7.0,2160.7
12936,,0.0,0.0,16.0,4.0,1063.9
12937,119.0,5.0,1593.34,14.0,4.0,1504.27
12939,35.0,12.0,13683.0,63.0,8.0,11581.8
12942,21.0,1.0,258.75,130.0,2.0,416.85
12947,29.0,1.0,304.04,143.0,5.0,1299.95
12948,386.0,2.0,252.48000000000002,15.0,7.0,2064.95
12949,38.0,14.0,11359.48,30.0,8.0,4167.22
12950,,0.0,0.0,1.0,3.0,1843.0
12951,42.0,9.0,2149.65,8.0,6.0,1064.07
12952,,0.0,0.0,5.0,4.0,1387.79
12955,,0.0,0.0,0.0,11.0,4757.16
12956,340.0,3.0,413.82,305.0,1.0,108.07
12957,197.0,5.0,4689.43,9.0,8.0,4017.54
12960,69.0,4.0,1322.07,,0.0,0.0
12963,21.0,5.0,1744.96,7.0,7.0,1490.83
12967,14.0,3.0,2938.52,,0.0,0.0
12970,36.0,6.0,1047.07,6.0,4.0,405.47
12971,9.0,35.0,4950.88,3.0,81.0,10753.72
12972,69.0,4.0,1161.2,,0.0,0.0
12975,92.0,6.0,2100.09,,0.0,0.0
12976,34.0,7.0,2417.7799999999997,211.0,1.0,738.6
12977,157.0,3.0,474.64,155.0,1.0,39.239999999999995
12978,41.0,5.0,2502.82,,0.0,0.0
12980,14.0,13.0,9760.2,157.0,8.0,6485.58
12982,50.0,7.0,2354.27,242.0,1.0,390.54
12986,84.0,10.0,2729.84,,0.0,0.0
12987,76.0,3.0,753.51,73.0,2.0,558.7
12989,20.0,19.0,6830.14,2.0,14.0,6721.610000000001
12990,73.0,4.0,546.0,30.0,3.0,409.5
12991,45.0,1.0,261.06,22.0,2.0,503.76
12993,101.0,4.0,844.87,22.0,4.0,414.76
12994,,0.0,0.0,3.0,3.0,974.4200000000001
12997,50.0,4.0,884.02,21.0,4.0,1226.89
12998,148.0,3.0,920.08,,0.0,0.0
12999,,0.0,0.0,195.0,3.0,455.88
13000,20.0,2.0,699.4,106.0,2.0,333.1
13001,60.0,20.0,14256.68,3.0,13.0,9785.970000000001
13002,72.0,2.0,293.18,317.0,1.0,120.94999999999999
13003,,0.0,0.0,105.0,3.0,149.05
13004,13.0,19.0,6351.95,11.0,17.0,5298.9
13005,87.0,2.0,485.98,173.0,2.0,513.7
13008,53.0,2.0,382.66,322.0,1.0,229.46999999999997
13012,85.0,3.0,1310.99,8.0,8.0,1646.8400000000001
13013,27.0,18.0,7814.83,0.0,11.0,3282.6
13014,88.0,1.0,1914.8,10.0,10.0,3466.2799999999997
13015,94.0,6.0,3240.14,52.0,5.0,3339.64
13016,,0.0,0.0,72.0,3.0,789.89
13018,69.0,7.0,2485.46,15.0,28.0,7277.7
13019,35.0,6.0,1229.95,,0.0,0.0
13021,14.0,9.0,2428.21,3.0,8.0,2459.03
13023,184.0,1.0,651.13,63.0,2.0,599.9
13026,144.0,4.0,757.72,0.0,5.0,975.36
13027,10.0,14.0,11767.2,113.0,5.0,5472.0
13029,9.0,3.0,1062.3,30.0,2.0,865.0
13031,63.0,5.0,3292.84,,0.0,0.0
13032,48.0,7.0,1805.78,51.0,2.0,1010.18
13034,25.0,2.0,279.91,54.0,1.0,476.90999999999997
13035,87.0,1.0,442.32,73.0,2.0,921.88
13037,55.0,9.0,3033.88,137.0,3.0,881.07
13038,,0.0,0.0,79.0,3.0,908.46
13039,240.0,4.0,1010.73,,0.0,0.0
13041,106.0,4.0,799.13,,0.0,0.0
13042,254.0,3.0,1488.59,,0.0,0.0
13044,148.0,10.0,4287.58,290.0,1.0,560.47
13045,57.0,2.0,503.64,98.0,1.0,305.28000000000003
13046,112.0,1.0,319.94,30.0,2.0,629.31
13047,29.0,17.0,5557.62,56.0,6.0,2865.96
13048,92.0,5.0,2229.72,13.0,4.0,1819.41
13049,45.0,2.0,751.5600000000001,63.0,2.0,656.6800000000001
13050,10.0,21.0,7244.05,14.0,13.0,4633.24
13052,76.0,6.0,2770.33,211.0,1.0,348.15000000000003
13055,85.0,1.0,1106.7,77.0,3.0,1214.41
13057,186.0,3.0,709.59,,0.0,0.0
13058,,0.0,0.0,24.0,3.0,271.40000000000003
13059,69.0,9.0,2108.37,249.0,1.0,183.4
13064,206.0,2.0,561.25,12.0,4.0,1105.59
13065,29.0,5.0,1055.05,,0.0,0.0
13067,65.0,2.0,393.05,81.0,1.0,115.46000000000001
13069,17.0,18.0,5497.13,0.0,20.0,3787.32
13070,115.0,3.0,522.9,191.0,1.0,228.8
13074,167.0,4.0,1378.74,,0.0,0.0
13077,22.0,8.0,2326.35,0.0,3.0,414.3
13078,15.0,33.0,17271.28,2.0,24.0,11746.78
13079,73.0,1.0,199.08,3.0,5.0,220.10000000000002
13080,57.0,3.0,222.65,178.0,1.0,58.08
13081,27.0,19.0,30867.77,11.0,9.0,25970.6
13082,80.0,12.0,3722.12,125.0,9.0,3613.63
13083,81.0,1.0,91.67999999999999,3.0,2.0,303.75
13085,335.0,6.0,2017.2,157.0,2.0,416.08000000000004
13089,14.0,114.0,60608.04,2.0,89.0,52808.87
13090,21.0,12.0,5174.32,8.0,11.0,7902.42
13092,15.0,8.0,1847.9,70.0,4.0,292.38
13093,14.0,50.0,50107.29,275.0,5.0,4036.96
13094,24.0,2.0,505.8,20.0,11.0,1703.64
13097,16.0,18.0,7317.04,32.0,9.0,5698.32
13098,,0.0,0.0,0.0,28.0,28882.44
13101,154.0,3.0,594.21,233.0,1.0,101.19
13102,16.0,15.0,5629.93,0.0,22.0,5750.17
13103,93.0,2.0,465.70000000000005,39.0,1.0,243.94
13104,10.0,4.0,712.38,2.0,5.0,996.72
13107,69.0,5.0,3721.45,43.0,4.0,1531.6200000000001
13109,207.0,1.0,347.49,59.0,2.0,786.54
13110,93.0,5.0,1468.8000000000002,30.0,7.0,1488.67
13113,22.0,14.0,6357.08,0.0,23.0,11872.99
13115,35.0,6.0,3199.92,11.0,4.0,2294.78
13117,21.0,12.0,1658.8999999999999,21.0,6.0,596.76
13118,32.0,4.0,1217.6,19.0,5.0,1197.81
13124,15.0,2.0,2141.65,89.0,2.0,2500.01
13126,22.0,7.0,1898.6100000000001,4.0,6.0,1876.2
13131,74.0,4.0,2240.47,22.0,3.0,1073.3
13133,115.0,1.0,90.65,273.0,2.0,109.8
13134,58.0,2.0,681.65,85.0,4.0,1793.58
13136,31.0,8.0,3666.9500000000003,55.0,5.0,2607.61
13137,42.0,8.0,3983.65,10.0,8.0,3603.29
13138,28.0,2.0,504.85,21.0,5.0,769.16
13139,93.0,1.0,3138.04,15.0,7.0,5064.94
13140,22.0,3.0,790.71,107.0,2.0,264.21
13141,41.0,12.0,5267.33,84.0,5.0,2388.75
13145,28.0,4.0,805.0,39.0,3.0,323.52000000000004
13147,,0.0,0.0,9.0,4.0,712.8000000000001
13148,20.0,15.0,5114.46,28.0,11.0,3373.86
13149,,0.0,0.0,13.0,4.0,1676.06
13150,140.0,3.0,449.96999999999997,,0.0,0.0
13151,281.0,2.0,1196.84,295.0,1.0,1257.8700000000001
13152,73.0,7.0,2146.38,,0.0,0.0
13154,55.0,3.0,1624.84,,0.0,0.0
13155,24.0,3.0,778.42,32.0,3.0,592.06
13156,41.0,3.0,1586.54,,0.0,0.0
13157,65.0,5.0,3946.14,48.0,4.0,1741.22
13158,44.0,1.0,307.12,94.0,4.0,1201.06
13159,,0.0,0.0,8.0,4.0,1429.35
13162,36.0,12.0,7587.2,121.0,4.0,1688.29
13165,7.0,2.0,784.32,45.0,1.0,666.84
13167,46.0,1.0,333.82,18.0,4.0,779.33
13168,198.0,1.0,541.14,35.0,4.0,1299.59
13169,218.0,1.0,127.2,63.0,2.0,712.88
13171,,0.0,0.0,21.0,3.0,468.41
13173,23.0,10.0,2202.11,3.0,1.0,187.71
13174,25.0,9.0,6602.7,15.0,2.0,1369.76
13178,16.0,11.0,9043.72,25.0,10.0,5015.47
13183,50.0,6.0,3078.4,7.0,9.0,3957.78
13184,,0.0,0.0,14.0,10.0,1667.95
13186,,0.0,0.0,39.0,3.0,1575.89
13187,280.0,3.0,92.34,336.0,1.0,236.02
13190,200.0,3.0,570.66,,0.0,0.0
13192,191.0,4.0,1646.6399999999999,94.0,2.0,911.94
13196,99.0,3.0,1271.06,10.0,4.0,1797.78
13198,17.0,3.0,1957.54,9.0,5.0,3016.69
13199,14.0,31.0,6858.89,3.0,35.0,9090.32
13200,,0.0,0.0,18.0,4.0,870.09
13201,158.0,4.0,1233.06,,0.0,0.0
13202,50.0,7.0,1580.3,,0.0,0.0
13203,42.0,6.0,1778.79,9.0,4.0,869.46
13206,56.0,13.0,8308.19,,0.0,0.0
13207,107.0,2.0,285.6,14.0,2.0,250.26000000000002
13208,105.0,3.0,758.65,58.0,5.0,1193.17
13209,17.0,6.0,2936.75,29.0,7.0,5572.76
13211,17.0,8.0,1634.05,9.0,2.0,984.72
13212,,0.0,0.0,19.0,3.0,786.83
13213,39.0,6.0,2330.94,56.0,5.0,1520.58
13214,73.0,7.0,3264.23,,0.0,0.0
13217,311.0,1.0,132.5,121.0,3.0,533.98
13220,231.0,1.0,516.8,77.0,4.0,819.2900000000001
13223,79.0,4.0,805.9200000000001,199.0,2.0,163.20000000000002
13225,17.0,10.0,11002.95,2.0,6.0,5257.12
13230,21.0,17.0,3447.33,3.0,13.0,2662.18
13232,,0.0,0.0,12.0,7.0,1327.75
13233,76.0,2.0,571.34,73.0,2.0,605.12
13238,16.0,3.0,397.05,16.0,3.0,609.58
13239,93.0,4.0,1265.1299999999999,261.0,1.0,329.56
13240,21.0,5.0,1030.76,95.0,3.0,424.63
13242,107.0,4.0,429.0,111.0,3.0,270.40000000000003
13243,105.0,4.0,635.26,202.0,1.0,585.12
13246,49.0,5.0,1390.23,17.0,6.0,1961.52
13247,,0.0,0.0,17.0,4.0,501.12
13249,57.0,6.0,897.52,91.0,3.0,711.41
13253,86.0,2.0,1920.71,156.0,2.0,1030.4
13255,29.0,2.0,504.95,8.0,1.0,173.81
13258,35.0,2.0,336.59999999999997,11.0,3.0,672.83
13259,53.0,8.0,1115.61,61.0,1.0,283.18
13262,45.0,2.0,373.16,262.0,1.0,200.29
13263,49.0,4.0,1239.27,0.0,34.0,7411.71
13265,,0.0,0.0,52.0,5.0,2092.66
13266,69.0,7.0,2300.78,10.0,12.0,3834.2599999999998
13267,16.0,19.0,5530.62,2.0,17.0,3899.19
13268,,0.0,0.0,17.0,10.0,3152.71
13269,17.0,15.0,3856.21,0.0,13.0,4681.11
13276,53.0,3.0,1300.98,63.0,2.0,590.9300000000001
13277,36.0,3.0,264.9,15.0,4.0,258.4
13278,55.0,3.0,882.62,40.0,1.0,542.73
13280,35.0,4.0,1494.87,121.0,3.0,798.46
13282,62.0,1.0,181.05,17.0,3.0,1132.14
13283,223.0,2.0,279.7,59.0,2.0,93.66
13285,256.0,2.0,655.47,22.0,4.0,2709.12
13287,259.0,3.0,781.59,,0.0,0.0
13288,99.0,5.0,927.61,,0.0,0.0
13291,70.0,10.0,2909.68,155.0,1.0,361.11
13292,71.0,3.0,415.57,38.0,2.0,578.9399999999999
13293,48.0,6.0,1192.94,,0.0,0.0
